"id","name","date","dating_notes","xlong","ylat","date_type","morph","azimuth","area","trait_1","trait_2","trait_3","trait_4","trait_5","trait_6","trait_7","trait_8","xeast","ynorth"
1476,"Ta Te (T.)",930,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.96618,13.35747,"graphbased","blob",96.863692,2932.353472,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA
1477,"Trâpeang Ron Prey",901,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.76586,13.5909,"graphbased","square",73.072487,6927.422238,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1478,"Kouk Rom Check 2",977,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.621734,13.492532,"graphbased","square",104.264512,1647.208458,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1479,"Kôk Prasat Pô Banteay Chey",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85109,13.31914,"graphbased","square",89.427061,3390.964553,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1480,"Srah Set Toek",977,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.96455,13.32357,"graphbased","square",89.000756,556.817287,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1481,"Kôk Cheurng",921,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.97491,13.3603,"graphbased","blob",88.768023,7943.28489,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1482,"Unknown",982,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.96707,13.36178,"graphbased","square",90.61606,2390.375165,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1483,"Kôk Srok",980,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.96188,13.31436,"graphbased","blob",155.256462,36250.2153,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1484,"Kôk Phnau",980,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.97194,13.3128,"graphbased","blob",94.279464,3103.863235,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1485,"Kôk Ta Chet",921,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.95003,13.30864,"graphbased","blob",86.088428,5494.942638,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1486,"Kôk Ta Kuong",999,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.84332,13.35265,"graphbased","square",104.604447,1855.123337,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1487,"Svay Romeat",839,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.77527,13.55123,"graphbased","horseshoe_east",86.941302,668.631262,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
1488,"Dang Kambet (T.)",916,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.98254,13.35591,"graphbased","blob",90.725224,1937.166077,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,"Ta Ponleu",875,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.84005,13.36426,"graphbased","square",88.908784,557.797226,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
1490,"Unknown",921,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.81897,13.38945,"graphbased","blob",98.343892,4092.332585,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1491,"Tuol Angkanh",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.89254,13.39147,"regression","blob",99.700392,12793.63411,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1492,"Kouk Khmoch",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.7232,13.41819,"regression","square",72.950969,3056.261737,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1493,"Kôk Ta Srei",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.73678,13.43126,"graphbased","square",74.197486,8841.865419,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1494,"Kôk Roka",958,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.94306,13.35967,"graphbased","blob",NA,7348.670029,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
1495,"Kôk Pravas",970,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.73473,13.40917,"graphbased","horseshoe_east",80.287026,36608.6758,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
1496,"Kôk Kanhchoan",839,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.84296,13.35686,"graphbased","horseshoe_east",85.515394,4375.009343,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
1497,"Unknown",982,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.86764,13.35832,"graphbased","square",87.316225,4274.621233,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1498,"Unknown",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.98972,13.4722,"graphbased","square",91.827968,1428.653374,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1499,"Unknown",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.98969,13.47319,"regression","square",NA,1569.366931,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1500,"Prasat Rolos Khang Cheung (T.)",977,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.77274,13.45796,"graphbased","blob",NA,5005.470941,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1501,"Unknown",921,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.92133,13.40439,"graphbased","blob",80.858392,10124.90554,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1502,"Kouk Snuol",921,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.9483,13.39418,"graphbased","blob",90,17021.90484,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1503,"Unknown",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.80037,13.4557,"graphbased","square",NA,1809.342596,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1504,"Kouk Khpuos",908,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.7287,13.39624,"graphbased","blob",118.594005,7273.200661,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1505,"Kouk Hing",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.87153,13.35534,"graphbased","square",90.261623,5799.321402,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1506,"Kouk Loep",901,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.8787,13.38981,"graphbased","square",95.50895,6869.829461,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1507,"Kouk Roka",869,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.7866,13.37321,"graphbased","blob",101.560131,11918.1461,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
1508,"Toul Trâpeang Chas",908,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.04115,13.33047,"graphbased","blob",98.229516,17761.43924,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1509,"Kôk Chreh (T.)",981,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.99052,13.32863,"graphbased","blob",110.315939,8215.836119,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA
1510,"Kanchan Reang",901,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.83322,13.47166,"graphbased","square",90.818455,1466.736046,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1511,"Kouk Pongro",908,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.74931,13.45194,"graphbased","blob",NA,3497.390851,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1512,"Unknown",908,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.80744,13.4507,"graphbased","blob",86.661506,25853.40145,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1513,"Unknown",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",103.91284,13.40854,"regression","horseshoe_east",93.189654,4762.175662,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
1514,"Kouk Daun Ros",870,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.91283,13.41206,"graphbased","blob",NA,6802.094704,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
1515,"Unknown",1115,"Temple is included in the CCC",NA,NA,"empirical","blob",NA,8415.416955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1516,"Unknown",908,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.88793,13.39998,"graphbased","blob",104.793204,1495.124343,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1517,"Unknown",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.86192,13.39742,"graphbased","square",90.458356,7402.112955,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1518,"Kouk Thnot",921,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.77118,13.4211,"graphbased","blob",NA,5162.009878,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1519,"Kôk Chas",825,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.73712,13.40088,"graphbased","blob",NA,3231.403859,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
1520,"Unknown",921,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.7668,13.4095,"graphbased","blob",NA,1993.662426,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1521,"Unknown",921,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.76577,13.40886,"graphbased","blob",NA,5927.11688,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1522,"Tuol Trâpeang Anchanh",921,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.76059,13.41623,"graphbased","blob",NA,1720.721774,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1523,"Tuol Acha Mok",921,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.76019,13.41973,"graphbased","blob",NA,3102.50641,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1524,"Unknown",958,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.82105,13.43612,"graphbased","square",90,4007.379487,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
1525,"Angkor (Location of sculptures)",1002,"Temple is included in the CCC during Period 3.",NA,NA,"empirical","square",90,751.079515,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1526,"Unknown",921,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.98719,13.34418,"graphbased","blob",NA,7554.165299,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1527,"Prei Sralao",975,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.8896,13.41228,"graphbased","blob",NA,12345.87956,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1534,"Kouk Ta Ong",1163,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.97501,13.44388,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1568,"Trâpeang  Sdei",991,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.9227,13.40998,"graphbased",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1569,"Trâpeang  Thlok",1166,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.94153,13.35759,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1571,"Toul Ta Kwem",1164,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.98627,13.32601,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
1572,"Kôk Svay Khmau",1163,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.98157,13.32856,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1574,"Tuol Prakhaing",1166,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.98936,13.36175,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1575,"Kouk Roka",1163,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.94935,13.4371,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1579,"Kouk O Wat",1163,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.77958,13.49175,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,367909,1492161
1588,"Phnom Dei",1163,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.02264,13.30545,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,393936.6,1471008
1590,"Tuol Prasat Prei Preah Put",934,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.95048,13.34475,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,386210.2,1475540
1613,"Ta Prohm",1186,"Inscription K. 273 gives consecration date of 1186 CE.  Greater Angkor Project work at Ta Prohm shows multiple phases of habitation. Phase 1 (8-10th centuries CE) had light habitation. During Phases 2 and 3 (12-14th centuries CE) population is estimated at 1400-2000 people. By phase IV (13-14th century) there is only light habitation closer to the temple and no evidence for habitation post-14th century (Carter et al. 2018).",103.88937,13.43489,"empirical","causeway_2",88.688895,33125.8305,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,379772.8,1485494
1618,"Neak Pean (Pr.)",1250,"Constructed in the Jayatataka reservoir and associated with the reign of Jayavarman VII (Dumarçay and Royère 2001: 94-95).",103.89481,13.46325,"empirical",NA,90.616043,357.37178,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,380370.8,1488635
1632,"Beng Mealea",1100,"Temple constructed on road from Angkor to Preah Khan of Kampong Svay. Likely dates to early 12th century (Jacques and Lafond 2007: 224-230).",103.67812,13.66408,"empirical","causeway_4",88.988989,32395.61348,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1633,"Peung Preah Thvear",1163,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.22312,13.55687,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1640,"Royal Palace area",1182,"The Bayon is built and this population is now associated with it.",NA,NA,"empirical",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,376177.9,1486705
1642,"Khleang Nord",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",103.86087,13.44724,"regression","square",89.440508,3383.550282,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,376708.1,1486880
1661,"Baksei Chamkrong (Pr.)",1280,"14C date (see Data S18).",103.85825,13.42528,"empirical",NA,89.714,861.045637,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,376393.3,1484452
1662,"Angkor Wat",1140,"Excavation and radiocarbon data suggest the landscape and grid construction may have started in the 11th century, with most intensive habitation from late 11th to early 13th century (Carter et al. 2019). A gap in radiocarbon dates is observed between late 12th/early 13th until late 14th/early 15th century, followed by evidence for lighter post-Angkor use of the mounds from the 15th century CE (Carter et al. 2019 see also Data S18).",103.86696,13.41244,"empirical","causeway_2",90,106208.6302,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,377251.2,1483031
1665,"Preah Khan",1191,"Preah Khan inscription dates to 1191 or 1192 (Maxwell 2007). There is a 14C date for 1320 (see Data S18).",103.8717,13.46192,"empirical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377875.1,1488491
1668,"Wat Damnak",880,"Date derived from analyses of inscriptions (Lustig 2009).",103.85663,13.35183,"empirical",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1669,"Peung Menoi",991,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.15089,13.53099,"graphbased",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1672,"Kôk Talek (Pr.)",848,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.93022,13.36646,"graphbased",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,384162.6,1477911
1677,"Unknown",1163,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.6264,13.5368,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1682,"Unknown",904,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.70267,13.54741,"graphbased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1684,"Unknown",1163,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.66579,13.48556,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,355593.3,1491226
1686,"Unknown",904,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.70178,13.46772,"graphbased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1688,"Veal Sre Ta De",904,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.77859,13.56787,"graphbased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,"Unknown",904,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.82071,13.56564,"graphbased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1692,"Unknown",904,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.05944,13.39487,"graphbased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,"Unknown",991,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.03064,13.31868,"graphbased",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1704,"Unknown",904,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.8278,13.49468,"graphbased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373213.3,1492238
1705,"Unknown",904,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.76224,13.50816,"graphbased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366287.8,1493810
1706,"Unknown",904,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.78189,13.52325,"graphbased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367967.2,1495322
1707,"Unknown",1031,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.86349,13.66018,"graphbased",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,377091.6,1510361
1708,"Unknown",904,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.94413,13.54492,"graphbased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,"Sema (Pr.)",934,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.11374,13.35051,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,404021.1,1476071
1713,"Unknown",1166,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.08115,13.28267,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,400482,1468585
1715,"Me Tei",991,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.94971,13.60008,"graphbased",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1716,"Kôk Srok (N.T.)",1166,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.74265,13.42139,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1717,"statue",1163,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.99811,13.57704,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1718,"Unknown",1067.198,"Date derived through multiple linear regression (Klassen et al. 2018).",103.99358,13.63111,"regression",NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA
1719,"Wat Kosaing",903,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.0958,13.31319,"graphbased",NA,90,8883.646272,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1720,"Toul Kohn Domrei",991,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.83344,13.44793,"graphbased",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1721,"Trâpeang Srangae (Pr.)",880,"Date derived from art historical analyses of lintels (Polkinghorne 2007).",103.97918,13.34217,"empirical",NA,91.527511,4316.729637,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,389450.7,1475192
5729,"Prasat Chrey",924,"Temple to the south of Beng Melea. Boisselier (2010:73) associates the lintel style with Beng Mealea.",104.2484,13.47104,"empirical","causeway_4",89.8,13544.94042,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
5730,"Prasat Chrey",924,"Temple associated with the greater structure of 5729.",104.2459,13.471,"empirical","causeway_4",89.8,1860.547339,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
5932,"Angkor Thom (Enceintes et douves)",991,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.86554,13.45494,"graphbased",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
5934,"Angkor Thom",1166,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.84648,13.43608,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,375118.4,1485510
5945,"Angkor Thom (Ligne de gradins en latérite)",1115,"Temple is included in the CCC for Period 4.",NA,NA,"empirical",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,377870.7,1487554
5949,"Angkor Thom",1166,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.84658,13.44268,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,375110,1486424
5950,"Angkor Thom",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.85236,13.44222,"regression",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,375694.1,1486248
5964,"Baray Oriental (Exutoire)",1021,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.88744,13.44188,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,379567.8,1486204
5968,"Angkor (terrace bouddhique)",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.88665,13.45479,"regression",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,379480.8,1487684
5971,"Angkor Thom",1115,"Temple is included in the CCC for Period 4.",NA,NA,"empirical",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,377524.1,1486786
5973,"Angkor Thom - Rong Ta Dev",991,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.84668,13.42775,"graphbased",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
5974,"Angkor (Blocs de pierres)",991,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.87995,13.42673,"graphbased",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,378703.3,1484449
5976,"Angkor Thom - Thvear Chey",1166,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.87315,13.44607,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
5977,"Angkor Thom - Thvear Khnoch",1166,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.87318,13.44141,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
5978,"Angkor Thom - Thvear Ta Nok",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.85902,13.45491,"regression",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
5979,"Angkor Thom - Thvear Ta Keo",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.84504,13.44105,"regression",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
5980,"Angkor Thom - Thvear Tonle Om",1166,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85953,13.42758,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
5985,"Angkor Thom (Terrace)",1163,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85957,13.44256,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
5988,"Elephant Terrace",1163,"Dated to the reign of Jayavarman VII.",103.85881,13.44586,"empirical",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,376203.7,1486705
5989,"Angkor Thom - Srah Ta Set (Pr.)",991,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.8612,13.44523,"graphbased",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,376694.5,1486689
5991,"Angkor Thom - Srah Andong",991,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.86116,13.44653,"graphbased",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,376693.1,1486772
5997,"Spean Thmâ",1163,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.87952,13.44619,"graphbased",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
